0,5404,3,2012-12-23,1
1,755,29,2017-10-15,0
2,5321,53,2017-09-17,1
3,9109,87,2016-05-01,1
4,9960,9,2014-12-21,0
5,7062,35,2013-04-21,1
6,2922,93,2013-06-16,1
7,7631,65,2012-06-17,1
8,6383,57,2013-11-17,0
9,153,96,2018-08-05,1
10,3346,47,2018-02-25,0
11,4115,12,2014-12-21,0
12,7166,42,2016-12-11,1
13,1790,100,2016-03-06,1
14,531,24,2015-05-03,0
15,6952,33,2013-07-28,1
16,7396,91,2015-09-20,1
17,6334,68,2013-08-04,1
18,7348,94,2014-07-06,0
19,5095,62,2013-03-31,1
20,564,96,2017-12-24,1
21,3583,99,2018-12-16,0
22,1668,14,2016-01-10,1
23,2043,81,2018-09-30,0
24,6319,10,2013-06-16,0
25,3860,13,2018-04-29,1
26,4016,73,2013-07-21,0
27,7595,56,2013-09-01,1
28,7489,82,2018-07-29,1
29,666,21,2012-02-26,0
30,5384,38,2013-09-08,0
31,5341,28,2014-07-06,0
32,8835,100,2012-12-02,0
33,1426,96,2018-05-06,0
34,3610,91,2017-09-24,0
35,7446,74,2018-02-11,0
36,5775,94,2014-04-13,1
37,6819,7,2015-11-01,0
38,7506,95,2018-06-10,1
39,7308,6,2012-04-08,0
40,8197,73,2014-11-16,0
41,1652,85,2014-12-07,0
42,66,100,2017-12-17,0
43,7970,94,2015-10-11,0
44,9882,65,2016-05-15,0
45,8637,88,2017-01-22,1
46,873,96,2017-07-09,1
47,342,91,2014-04-06,0
48,326,40,2012-09-30,1
49,9070,45,2015-06-21,0
50,9433,89,2014-05-04,1
51,8168,62,2017-05-14,0
52,6843,72,2017-11-12,0
53,5147,62,2016-02-07,0
54,4385,74,2014-02-09,0
55,5100,11,2017-06-25,1
56,2367,84,2013-12-29,0
57,8302,63,2016-01-24,0
58,3987,8,2015-03-15,1
59,4288,95,2013-09-22,1
60,1178,61,2015-05-17,0
61,5263,42,2015-03-15,1
62,6711,60,2015-08-30,1
63,2605,12,2013-09-08,1
64,9058,50,2012-07-08,0
65,4321,78,2018-12-23,1
66,4059,63,2016-04-17,1
67,8177,85,2018-12-23,0
68,1877,96,2016-08-28,1
69,7158,52,2015-02-15,0
70,9826,28,2016-01-24,0
71,7627,41,2015-08-02,0
72,5808,31,2012-07-08,1
73,1682,51,2014-03-16,1
74,1534,87,2012-11-18,0
75,7724,83,2014-10-12,1
76,2858,25,2014-08-24,1
77,4902,81,2012-11-25,0
78,360,6,2013-11-03,0
79,72,68,2018-06-03,0
80,8428,10,2018-07-22,1
81,635,96,2016-07-17,1
82,2287,87,2012-06-24,0
83,9431,24,2014-05-11,1
84,5384,25,2013-12-29,0
85,6304,14,2018-04-08,0
86,7794,70,2012-12-09,0
87,4674,24,2013-04-14,0
88,4137,0,2014-01-19,1
89,6580,38,2017-04-30,1
90,6114,73,2012-09-16,0
91,6167,68,2018-01-14,0
92,1707,99,2012-07-08,0
93,8385,55,2017-09-24,0
94,4237,100,2013-03-03,1
95,5340,49,2012-04-08,0
96,1301,30,2013-04-07,0
97,2723,97,2016-03-06,1
98,1361,89,2016-06-12,1
99,8308,44,2016-01-24,0
100,5015,21,2017-06-04,1
101,2762,71,2018-11-25,1
102,4417,55,2015-03-01,0
103,522,58,2015-03-08,1
104,9050,3,2012-06-03,0
105,812,74,2012-12-16,1
106,103,25,2012-08-19,0
107,1838,41,2016-05-01,1
108,2665,87,2018-02-18,0
109,5613,30,2013-12-01,1
110,8138,1,2013-02-24,1
111,2039,22,2019-03-10,0
112,4758,42,2013-08-18,0
113,2491,22,2013-07-14,1
114,8018,42,2014-11-30,0
115,2137,91,2016-02-21,0
116,4499,48,2013-05-26,0
117,9648,64,2012-01-01,1
118,2372,69,2016-02-21,1
119,67,41,2018-09-30,1
120,8484,18,2012-07-01,1
121,7508,57,2012-06-10,0
122,2060,65,2017-11-19,1
123,5827,90,2014-05-25,0
124,1705,51,2018-01-14,1
125,5165,22,2012-05-27,0
126,9305,42,2016-02-28,1
127,5522,89,2016-06-26,0
128,2408,3,2015-12-27,0
129,8623,20,2019-01-13,0
130,9550,93,2012-05-20,1
131,606,25,2017-05-21,1
132,817,69,2014-07-06,1
133,51,60,2018-10-28,1
134,8608,36,2018-03-11,0
135,7944,19,2017-11-26,0
136,7449,72,2018-01-28,1
137,9172,98,2015-08-02,0
138,812,61,2015-03-29,0
139,4462,90,2013-08-04,1
140,4578,93,2014-08-03,0
141,9344,1,2014-08-24,1
142,4420,65,2012-07-01,1
143,6611,45,2018-10-28,1
144,9865,40,2018-06-03,0
145,3505,62,2016-12-18,1
146,572,44,2015-02-01,0
147,664,80,2012-07-29,0
148,165,66,2014-08-24,1
149,7305,1,2018-05-20,0
150,1631,11,2014-07-27,1
151,5846,70,2012-06-24,1
152,5941,21,2012-11-04,1
153,3301,99,2018-07-15,0
154,9109,99,2014-07-27,1
155,9589,41,2018-09-23,0
156,5177,33,2012-09-09,0
157,3967,74,2017-05-07,1
158,2946,91,2014-10-19,1
159,3347,31,2017-10-29,1
160,1352,75,2012-03-11,0
161,6065,89,2015-03-22,0
162,3687,88,2017-03-05,0
163,8918,26,2018-03-11,1
164,6324,92,2014-07-20,1
165,9727,19,2018-01-28,0
166,3753,62,2018-08-26,0
167,4731,18,2013-06-16,0
168,7989,75,2012-05-20,0
169,3282,18,2018-07-22,0
170,4377,84,2017-11-26,0
171,4958,4,2012-08-19,1
172,5981,17,2012-12-16,1
173,4840,84,2017-01-22,1
174,7329,29,2018-11-04,1
175,5367,19,2018-12-30,0
176,5935,71,2012-11-18,0
177,3524,29,2019-01-27,1
178,2771,88,2016-04-10,1
179,8781,3,2013-08-18,0
180,1934,17,2012-09-23,0
181,2797,14,2017-02-19,0
182,6375,22,2017-01-01,0
183,237,45,2018-03-25,0
184,4083,69,2013-08-18,1
185,6656,38,2015-01-04,1
186,160,36,2015-08-09,1
187,4362,56,2019-02-24,1
188,6336,7,2018-01-07,1
189,6097,11,2017-08-27,1
190,3629,97,2013-04-07,1
191,5118,25,2019-01-06,0
192,8218,14,2015-01-18,1
193,5079,90,2012-09-23,1
194,2519,44,2015-01-18,0
195,8643,36,2014-08-17,0
196,7417,58,2014-11-02,0
197,2156,50,2016-01-24,0
198,6648,42,2014-07-13,0
199,4138,55,2018-01-07,1
200,5284,75,2015-05-10,0
201,3219,10,2014-02-16,1
202,1189,18,2015-04-05,0
203,7670,89,2012-06-17,0
204,1737,23,2016-07-24,0
205,6398,48,2018-09-02,0
206,4976,86,2018-11-11,1
207,7241,79,2012-08-26,1
208,7175,43,2017-05-28,0
209,9063,84,2012-01-29,1
210,8212,5,2017-01-15,0
211,4807,82,2013-06-09,0
212,8027,49,2018-09-16,1
213,9852,86,2018-07-22,0
214,9387,76,2012-09-16,0
215,601,50,2018-02-18,0
216,2724,83,2018-03-18,1
217,1825,3,2016-11-20,1
218,4363,26,2012-08-05,0
219,9588,86,2017-02-26,1
220,5550,34,2013-06-30,0
221,8671,47,2012-06-03,0
222,243,36,2018-04-08,0
223,440,80,2016-09-04,1
224,6355,23,2018-12-09,0
225,6638,21,2017-11-19,1
226,5569,5,2018-11-04,0
227,4004,56,2013-05-12,0
228,33,17,2013-08-18,1
229,2297,97,2016-01-24,0
230,3398,77,2012-08-19,1
231,9830,25,2013-08-04,1
232,7862,61,2016-10-09,1
233,4849,15,2015-03-22,0
234,2093,67,2013-08-25,1
235,3443,83,2016-08-14,0
236,1161,98,2018-04-29,0
237,4726,30,2019-01-13,0
238,3527,38,2019-02-10,1
239,8048,28,2015-07-05,0
240,6672,71,2012-08-26,0
241,8913,75,2014-06-08,0
242,344,42,2013-03-24,0
243,39,4,2014-07-13,0
244,321,39,2017-12-31,1
245,5961,90,2016-05-22,1
246,2367,11,2016-10-16,0
247,2866,53,2014-05-25,1
248,6096,86,2015-08-16,0
249,3980,15,2012-12-23,1
250,1517,26,2013-12-08,1
251,8419,29,2015-12-27,1
252,5022,83,2016-10-23,0
253,124,81,2014-01-19,0
254,2136,3,2017-10-15,1
255,6903,75,2014-10-05,1
256,8013,75,2012-02-19,0
257,7398,99,2012-04-29,1
258,1819,36,2019-03-03,0
259,595,44,2016-10-16,0
260,2929,24,2013-03-31,0
261,1078,50,2015-09-27,1
262,7880,92,2013-02-10,0
263,2561,40,2013-11-17,0
264,5738,44,2013-01-20,1
265,3823,84,2013-03-10,1
266,3796,12,2015-11-22,0
267,4036,91,2013-05-19,0
268,7063,6,2017-05-07,1
269,7955,71,2014-10-05,1
270,9282,44,2013-07-21,1
271,4034,75,2016-03-13,0
272,2913,36,2012-07-08,1
273,2468,4,2014-08-10,0
274,8168,68,2012-09-16,0
275,6074,65,2012-08-19,0
276,2012,32,2014-02-16,0
277,4077,79,2017-07-30,0
278,7526,89,2012-01-22,1
279,9052,48,2016-07-10,1
280,5363,5,2012-04-29,0
281,7016,94,2018-12-23,1
282,1169,38,2013-03-24,1
283,6547,82,2017-02-19,1
284,5485,46,2014-11-02,1
285,8771,26,2014-04-13,1
286,137,85,2014-09-14,1
287,8641,44,2014-06-01,1
288,8811,33,2012-01-29,0
289,6001,77,2015-09-06,0
290,8712,50,2014-11-02,0
291,7420,66,2017-09-10,1
292,5722,10,2018-07-08,1
293,7386,67,2012-06-24,1
294,5374,4,2014-12-21,1
295,5467,16,2016-10-09,1
296,7322,35,2014-09-21,1
297,732,51,2016-05-08,0
298,8671,57,2017-05-28,1
299,7438,34,2016-11-13,1
300,8026,53,2012-03-04,1
301,2909,27,2018-02-04,0
302,4505,93,2016-10-16,1
303,6991,27,2018-01-14,0
304,9004,71,2016-08-07,0
305,3241,79,2013-09-22,1
306,664,35,2013-07-28,1
307,6037,75,2015-12-27,1
308,9746,58,2012-03-18,0
309,9540,25,2017-01-29,0
310,5458,26,2019-02-17,0
311,687,61,2015-06-14,1
312,6277,45,2017-07-16,0
313,3066,67,2019-02-17,1
314,2899,76,2017-11-26,1
315,9975,6,2018-06-10,0
316,7074,12,2015-01-11,0
317,743,67,2013-05-12,1
318,2570,52,2018-06-24,1
319,6307,8,2017-07-16,0
320,9012,29,2015-09-13,1
321,9473,98,2016-07-03,0
322,7027,6,2018-11-25,1
323,9755,4,2016-09-18,0
324,1932,6,2016-12-11,0
325,7192,79,2018-06-10,1
326,2444,75,2018-12-23,1
327,8803,40,2012-05-06,0
328,2025,7,2018-08-26,0
329,3142,19,2017-02-19,1
330,9937,69,2012-07-08,0
331,1496,56,2015-05-03,1
332,2691,56,2012-01-29,0
333,7668,79,2019-02-17,1
334,6331,17,2017-04-02,1
335,667,15,2015-12-06,0
336,3701,81,2016-01-03,1
337,8931,68,2017-09-24,1
338,2597,54,2015-08-09,0
339,9273,86,2016-11-20,1
340,6215,15,2013-06-23,0
341,4088,58,2015-03-29,1
342,6074,45,2016-09-04,0
343,6749,22,2013-08-04,1
344,929,45,2016-01-03,1
345,9947,50,2014-02-16,0
346,172,32,2012-03-18,1
347,7514,94,2016-07-31,0
348,8350,38,2018-06-03,1
349,1664,91,2015-04-19,1
350,4599,18,2014-03-16,1
351,5490,56,2014-02-09,1
352,4830,10,2016-10-30,1
353,8741,99,2012-03-18,1
354,1159,60,2018-02-25,1
355,3713,50,2013-09-01,1
356,8199,22,2014-11-16,1
357,8455,50,2015-03-15,1
358,5736,9,2016-12-04,0
359,6346,7,2012-05-20,0
360,4663,66,2012-11-04,1
361,3026,64,2016-10-02,1
362,5463,20,2014-04-20,0
363,4980,41,2017-08-20,0
364,9669,65,2013-11-24,1
365,6193,51,2016-11-13,0
366,6721,61,2015-09-13,1
367,9363,35,2016-10-09,0
368,5073,50,2012-01-22,1
369,9651,76,2013-07-14,0
370,8718,42,2018-08-19,0
371,5332,14,2013-11-03,0
372,4119,14,2013-11-24,0
373,1446,79,2012-07-08,1
374,4904,37,2012-11-04,1
375,9170,94,2013-07-07,0
376,3100,34,2017-01-08,1
377,9014,3,2019-01-13,0
378,4125,18,2014-06-08,1
379,4388,22,2017-07-16,0
380,2420,53,2013-10-27,1
381,1253,53,2012-06-10,0
382,2746,38,2017-09-17,0
383,6307,52,2014-03-16,0
384,9713,27,2014-10-12,0
385,8730,4,2015-10-25,0
386,3646,50,2016-04-10,1
387,3561,95,2018-04-29,1
388,3627,35,2015-09-27,1
389,8184,71,2014-07-27,1
390,2700,4,2015-11-29,1
391,9273,54,2015-05-24,1
392,2960,90,2016-06-19,0
393,984,23,2017-03-05,0
394,8401,78,2015-06-07,0
395,7679,88,2013-08-04,1
396,2522,91,2016-08-07,1
397,4339,32,2012-08-26,1
398,7207,61,2018-01-28,0
399,8632,15,2017-10-01,0
400,7534,74,2014-11-02,1
401,5401,18,2017-12-03,1
402,1740,16,2017-05-21,1
403,4251,73,2012-04-22,0
404,4139,36,2012-01-15,0
405,2588,29,2012-04-29,1
406,3263,6,2015-01-04,1
407,6433,65,2016-04-24,1
408,4578,100,2017-03-19,1
409,9676,24,2016-10-23,0
410,3817,62,2015-01-18,1
411,8248,75,2013-05-19,1
412,5274,25,2017-06-11,1
413,2556,80,2014-06-08,0
414,6976,33,2012-11-04,1
415,5687,88,2014-12-14,1
416,5902,72,2018-10-07,0
417,7938,18,2017-09-24,1
418,1403,98,2015-11-15,0
419,9674,70,2014-06-29,1
420,2471,61,2014-07-06,1
